epoch,generation,walltime_sec,pure_train_chi2,test_chi2,blip_train_chi2,bitflip_chi2,test1_frac,test2_frac,test3_frac,test4_frac,test5_frac,test6_frac,test7_frac,test8_frac,train1_frac,train2_frac,train3_frac,s1_blip_match_frac,s2_blip_match_frac,s3_blip_match_frac,bitflip_frac,other_frac,other_chi2,other_n_classes,l1_loss,l2_loss,regularization_loss,v,seed,zero_init,l1_scale,l2_scale,blip_freq,blip_mode,num_epoch,schedule_mode,replicate_uid
14,1400,12.368181705474854,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.052891353849984536,1876,5.471854868789108e-05,4.85866423992795e-09,1.1978813453984945e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
15,1500,12.387934446334839,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.052891353849984536,1876,5.512361480832215e-05,4.924712817100294e-09,1.2067494976976969e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
16,1600,12.40770673751831,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.052891353849984536,1876,5.590356883621892e-05,4.9953247588690664e-09,1.2238240329952508e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
17,1700,12.427292823791504,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.052891353849984536,1876,5.88532335077799e-05,5.46292668657537e-09,1.288401077092347e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
18,1800,12.44694209098816,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.052891353849984536,1876,6.02347218179696e-05,5.65630715345715e-09,1.3186455304312704e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
19,1900,12.466509819030762,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,6.0662947381319495e-05,5.745702101518485e-09,1.3280210865170126e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
20,2000,12.486094951629639,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,6.23037460187599e-05,6.099758561194647e-09,1.363944895763317e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
21,2100,12.505729675292969,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,6.273505756873159e-05,6.295839939809958e-09,1.373390031138391e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
22,2200,12.525387525558472,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,6.291617884856212e-05,6.368803520856423e-09,1.3773561622619211e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
23,2300,12.544972896575928,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,6.417370245713715e-05,6.619126507622076e-09,1.404888110190377e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
24,2400,12.564632892608643,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,6.516441954793336e-05,6.818907706805439e-09,1.4265787031506904e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
25,2500,12.584249258041382,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,6.602324052060861e-05,6.963467486530665e-09,1.4453810408783666e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
26,2600,12.603906154632568,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,6.755953497887279e-05,7.277090608998628e-09,1.4790164854090964e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
27,2700,12.62355089187622,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,6.913549927174892e-05,7.543259122181518e-09,1.5135194009819056e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
28,2800,12.643169164657593,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,6.984662711826706e-05,7.692346419478962e-09,1.529088822200836e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
29,2900,12.662811040878296,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,7.100714090443389e-05,7.99217187307736e-09,1.5544981656636467e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
30,3000,12.682679414749146,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,7.202647964514364e-05,8.251890887919616e-09,1.5768164253590647e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
31,3100,12.702348947525024,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,7.202647964514364e-05,8.251890887919616e-09,1.5768164253590647e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
32,3200,12.722004890441895,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,7.411472283041187e-05,8.597370941658675e-09,1.6225346328056075e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
33,3300,12.741649866104126,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,7.54433993623762e-05,8.81496092866e-09,1.6516234963000597e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
34,3400,12.761262655258179,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998455,1876,7.50730153424029e-05,8.931647915859513e-09,1.643518007155601e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
35,3500,12.780871391296387,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05251033128381009,1877,7.621474859100082e-05,9.13231840875732e-09,1.6685143607067742e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
36,3600,12.800495624542236,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,7.720259793043856e-05,9.406489976627e-09,1.690143592006856e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
37,3700,12.820170640945435,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,8.023366294437255e-05,1.0010601921026441e-08,1.7565050832888146e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
38,3800,12.83980131149292,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,8.023366294437255e-05,1.0010601921026441e-08,1.7565050832888146e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
39,3900,12.859339475631714,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998454,1876,8.076652646730842e-05,1.0134460084948254e-08,1.7681718191109952e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
40,4000,12.879000425338745,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998454,1876,8.277007161980164e-05,1.0479148513001357e-08,1.8120359715792048e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
41,4100,12.898670673370361,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.052510331283810094,1877,8.310381846248014e-05,1.0616973927741019e-08,1.8193443086483174e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
42,4200,12.918344497680664,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998454,1876,8.351571776886138e-05,1.0745407490850713e-08,1.8283632247027018e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
43,4300,12.938044309616089,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998454,1876,8.506577811930601e-05,1.1096471658938169e-08,1.8623007159931283e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
44,4400,12.95770812034607,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998454,1876,8.605302977790857e-05,1.1405275495842134e-08,1.8839175220728396e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
45,4500,12.977211236953735,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,8.701939390467705e-05,1.1709573004647392e-08,1.905077014460469e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
46,4600,12.996867418289185,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,8.861904107748637e-05,1.2071015468593766e-08,1.94010015848008e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
47,4700,13.01648497581482,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998454,1876,8.900961278387262e-05,1.2277386235859092e-08,1.948653694177453e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
48,4800,13.036046504974365,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998454,1876,8.989113950764995e-05,1.259760325473511e-08,1.9679563982842974e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
49,4900,13.055666208267212,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998454,1876,9.143889690791265e-05,1.3351514877642824e-08,2.001851132096883e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
50,5000,13.075218439102173,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998454,1876,9.128108207730327e-05,1.346387952210675e-08,1.9983987003830888e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
51,5100,13.094849348068237,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,9.157898833603443e-05,1.3534422371822914e-08,2.0049212087008584e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
52,5200,13.114495277404785,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998454,1876,9.535935986435184e-05,1.43856096341474e-08,2.0876897140137107e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
53,5300,13.134088277816772,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,9.667725639725946e-05,1.4557953007507763e-08,2.1165417436431523e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
54,5400,13.153724670410156,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,9.677680227077981e-05,1.4774887432598719e-08,2.1187249245685898e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
55,5500,13.17324185371399,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,9.896090303981614e-05,1.55045171696992e-08,2.1665487533677996e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
56,5600,13.192800283432007,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,9.986576761163985e-05,1.6032536273678307e-08,2.1863662712079963e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
57,5700,13.212339162826538,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,0.00010112388841418066,1.6544438299039178e-08,2.2139162617140964e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
58,5800,13.23186993598938,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,0.00010313122933187455,1.7100210475908987e-08,2.2578675140737763e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
59,5900,13.251460313796997,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,0.00010301366263124364,1.714828242344828e-08,2.255294892363969e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
60,6000,13.271054744720459,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,0.00010486172514617501,1.7553161652803657e-08,2.2957566735211743e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
61,6100,13.290715456008911,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998454,1876,0.00010553971894872196,1.7667646938852873e-08,2.310600133079362e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
62,6200,13.310274839401245,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,0.00010653168912117908,1.8036446747837286e-08,2.332321367350819e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
63,6300,13.329878091812134,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998455,1876,0.00010781455432674346,1.870282385639808e-08,2.360415947865686e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
64,6400,13.349406719207764,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998454,1876,0.0001080715338168511,1.8970007595911722e-08,2.366046305395193e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
65,6500,13.369153022766113,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,0.00010955675588721487,1.9409196619330875e-08,2.398566161106901e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
66,6600,13.3889639377594,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,0.00011027622091114136,1.9658847101459104e-08,2.4143199938398122e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
67,6700,13.408793687820435,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.053271372404126875,1875,0.00011085024308098026,1.9835523452125686e-08,2.4268886959882482e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
68,6800,13.428449153900146,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05289135384998454,1876,0.00011156238974108463,2.0123240733398056e-08,2.4424830530062775e-05,16,20,False,0.995,0.005,0.66,fixed,100,none,5db1c66e-5775-462f-8710-4e007ee71b93
